"1","6","1"
"10","3","1"
"100","8","3"
"1000","3","1"
"10000","3","1"
"10001","3","1"
"10002","3","1"
"10003","3","1"
"10004","3","1"
"10005","3","1"
"10006","3","1"
"10007","3","1"
"10008","3","1"
"10009","3","1"
"1001","3","1"
"10010","3","1"
"10011","3","1"
"10012","3","1"
"10013","3","1"
"10014","3","1"
"10015","3","1"
"10016","3","1"
"10017","8","3"
"10018","3","1"
"10019","3","1"
"1002","3","1"
"10020","3","1"
"10021","3","1"
"10022","3","1"
"10023","7","2"
"10024","4","1"
"10025","3","1"
"10026","3","1"
"10027","3","1"
"10028","3","1"
"10029","3","1"
"1003","3","1"
"10030","3","1"
"10031","3","1"
"10032","3","1"
"10033","3","1"
"10034","3","1"
"10035","3","1"
"10036","3","1"
"10037","3","1"
"10038","3","1"
"10039","3","1"
"1004","3","1"
"10040","12","3"
"10041","3","1"
"10042","3","1"
"10043","3","1"
"10044","3","1"
"10045","3","1"
"1005","3","1"
"1006","3","1"
"10064","3","1"
"10065","3","1"
"10066","2","1"
"10067","2","1"
"10068","2","1"
"10069","3","1"
"1007","3","1"
"10070","2","1"
"10071","2","1"
"10072","2","1"
"10073","2","1"
"10074","2","1"
"10075","2","1"
"10076","2","1"
"10077","2","1"
"10078","2","1"
"10079","2","1"
"1008","3","1"
"10080","2","1"
"10081","2","1"
"10082","3","1"
"10083","4","1"
"10084","3","1"
"10085","3","1"
"10086","3","1"
"10087","3","1"
"10088","3","1"
"10089","3","1"
"1009","4","1"
"10090","3","1"
"10091","3","1"
"10092","6","2"
"10093","3","1"
"10094","3","1"
"10095","4","1"
"10096","39","5"
"10097","46","5"
"10098","28","5"
"10099","6","2"
"101","3","1"
"10100","0","1"
"10101","9","1"
"10102","3","1"
"10103","7","2"
"10104","7","2"
"10105","3","1"
"10106","3","1"
"10107","3","1"
"10108","3","1"
"10109","3","1"
"1011","20","5"
"10110","3","1"
"10111","3","1"
"10112","3","1"
"10113","3","1"
"10114","3","1"
"10115","3","1"
"10116","3","1"
"10117","3","1"
"10118","3","1"
"10119","3","1"
"1012","20","5"
"10120","3","1"
"10121","3","1"
"10122","3","1"
"10123","3","1"
"10124","3","1"
"10125","3","1"
"10126","3","1"
"10127","3","1"
"10128","3","1"
"10129","3","1"
"1013","35","4"
"10130","3","1"
"10131","3","1"
"10132","3","1"
"10133","3","1"
"10134","3","1"
"10135","3","2"
"10136","3","2"
"10137","3","1"
"10138","3","1"
"10139","3","1"
"1014","4","1"
"10140","6","2"
"10141","6","2"
"10142","3","1"
"10143","3","1"
"10144","3","1"
"10145","3","1"
"10146","3","1"
"10147","3","1"
"10148","6","2"
"10149","3","1"
"1015","6","2"
"10150","3","1"
"10151","3","1"
"10152","6","2"
"10153","6","1"
"10154","3","1"
"10155","3","1"
"10156","3","1"
"10157","3","1"
"10158","3","1"
"10159","3","1"
"1016","40","10"
"10160","3","1"
"10161","3","1"
"10162","3","1"
"10163","3","1"
"10164","3","1"
"10165","3","1"
"10166","3","1"
"10167","3","1"
"10168","3","1"
"10169","3","1"
"1017","27","7"
"10170","3","1"
"10171","3","1"
"10172","3","1"
"10173","3","1"
"10174","3","1"
"10175","3","1"
"10176","3","1"
"10177","3","1"
"10178","3","1"
"10179","3","1"
"1018","15","4"
"10180","3","1"
"10181","3","1"
"10182","3","1"
"10183","3","1"
"10184","3","1"
"10185","3","1"
"10186","3","1"
"10187","3","1"
"10188","3","1"
"10189","3","1"
"1019","31","4"
"10190","3","1"
"10191","22","4"
"10192","15","3"
"10193","11","3"
"102","4","1"
"1020","49","9"
"10208","3","1"
"10209","3","1"
"1021","15","4"
"10210","7","2"
"10211","5","2"
"10212","5","1"
"10213","3","1"
"10214","7","1"
"10215","3","1"
"10216","9","3"
"10217","4","1"
"10218","3","1"
"10219","16","4"
"1022","30","4"
"10220","11","3"
