"1","3","1"
"10","31","5"
"100","2","1"
"1000","3","1"
"1001","8","2"
"1002","4","1"
"1003","3","1"
"1004","3","1"
"1005","3","1"
"1006","4","1"
"1007","5","2"
"1008","6","2"
"1009","3","1"
"101","3","1"
"1010","3","1"
"1011","3","1"
"1012","3","1"
"1013","3","1"
"1014","14","3"
"1015","13","4"
"1016","3","1"
"1017","3","1"
"1018","7","1"
"1019","4","1"
"102","3","1"
"1020","3","1"
"1021","3","1"
"1022","3","1"
"1023","3","1"
"1024","36","7"
"1025","18","4"
"1026","3","1"
"1027","3","1"
"1028","3","1"
"1029","3","1"
"103","3","1"
"1030","3","1"
"1031","3","1"
"1032","3","1"
"1033","3","1"
"1034","3","1"
"1035","3","1"
"1036","8","1"
"1037","20","12"
"1038","20","12"
"1039","9","2"
"104","2","1"
"1040","9","2"
"1041","14","4"
"1042","12","3"
"1043","9","2"
"1044","7","2"
"1045","3","1"
"1046","4","1"
"1047","4","1"
"1048","3","1"
"1049","13","4"
"105","12","1"
"1050","10","2"
"1051","9","3"
"1052","6","2"
"1053","4","1"
"1054","9","2"
"1055","3","1"
"1056","3","1"
"1057","3","1"
"1058","3","1"
"1059","3","1"
"106","18","1"
"1060","3","1"
"1061","20","10"
"1062","3","1"
"1063","3","1"
"1064","12","5"
"1065","4","1"
"1066","3","1"
"1067","4","2"
"1068","4","1"
"1069","3","1"
"107","12","1"
"1070","3","1"
"1071","6","2"
"1072","3","1"
"1073","3","1"
"1074","3","1"
"1075","5","1"
"1076","15","4"
"1077","18","5"
"1078","8","2"
"1079","3","1"
"108","4","1"
"1080","3","1"
"1081","3","1"
"1082","12","3"
"1083","15","3"
"1084","24","9"
"1085","3","1"
"1086","3","1"
"1087","3","1"
"1088","3","1"
"1089","3","1"
"109","3","1"
"1090","3","1"
"1091","3","1"
"1092","12","6"
"1093","12","6"
"1094","5","2"
"1095","7","2"
"1096","3","1"
"1097","4","1"
"1098","4","1"
"1099","3","1"
"11","5","1"
"110","6","2"
"1101","3","1"
"1102","3","1"
"1103","3","1"
"1104","4","1"
"1105","7","2"
"1106","3","1"
"1107","22","8"
"1108","9","4"
"1109","4","1"
"111","4","2"
"1110","5","1"
"1111","4","1"
"1112","8","2"
"1113","4","1"
"1114","4","1"
"1115","4","1"
"1116","3","1"
"1117","3","1"
"1118","5","1"
"1119","7","3"
"112","5","2"
"1120","4","1"
"1121","3","1"
"1122","4","1"
"1123","5","2"
"1124","7","2"
"1125","3","1"
"1126","13","3"
"1127","3","1"
"1128","10","3"
"1129","7","1"
"113","3","1"
"1130","3","1"
"1131","3","1"
"1132","3","1"
"1133","16","3"
"1134","7","1"
"1135","3","1"
"1136","3","1"
"1137","3","1"
"1138","13","5"
"1139","3","1"
"114","3","1"
"1140","3","1"
"1141","3","1"
"1142","5","1"
"1143","9","3"
"1144","23","6"
"1145","19","5"
"1146","14","4"
"1147","4","1"
"1148","3","1"
"1149","3","1"
"115","4","1"
"1150","11","3"
"1151","8","3"
"1152","3","1"
"1153","3","1"
"1154","3","1"
"1155","3","1"
"1156","3","1"
"1157","5","2"
"1158","3","1"
"1159","3","1"
"116","3","1"
"1160","3","1"
"1161","3","1"
"1162","3","1"
"1163","3","1"
"1164","3","1"
"1165","3","1"
"1166","3","1"
"1167","3","1"
"1168","12","3"
"1169","27","7"
"117","3","1"
"1170","3","1"
"1171","3","1"
"1172","3","1"
"1173","3","1"
"1174","8","2"
"1175","11","4"
"1176","3","1"
"1177","3","1"
"1178","3","1"
"1179","3","1"
"118","3","1"
"1180","3","1"
"1181","3","1"
"1182","3","1"
"1183","11","3"
"1184","5","1"
"1185","5","1"
"1186","4","1"
"1187","3","1"
"1188","3","1"
"1189","3","1"
"119","3","1"
"1190","7","2"
"1191","7","2"
"1192","3","1"
"1193","10","3"
"1194","18","6"
"1195","7","2"
"1196","3","1"
"1197","10","3"
"1198","9","2"
"1199","9","2"
"12","7","1"
"120","3","1"
"1200","3","1"
"1201","3","1"
"1202","3","1"
"1203","3","1"
"1204","3","1"
"1205","3","1"
"1206","13","4"
"1207","3","1"
"1208","3","1"
"1209","3","1"
"121","4","1"
"1210","3","1"
"1211","3","1"
"1212","3","1"
"1213","3","1"
"1214","3","1"
"1215","3","1"
"1216","3","1"
"1217","3","1"
"1218","3","1"
"1219","3","1"
"122","5","1"
"1220","22","8"
"1221","23","9"
"1222","6","2"
"1223","11","3"
"1224","3","1"
"1225","15","4"
"1226","13","4"
"1227","7","2"
"1228","11","4"
"1229","8","3"
"123","14","1"
"1230","12","5"
"1231","3","1"
"1232","3","1"
"1233","15","5"
"1234","21","8"
"1235","7","1"
"1236","7","2"
"1237","3","1"
"1238","15","4"
"1239","6","1"
"124","4","1"
"1240","10","2"
"1241","8","2"
"1242","3","1"
"1243","4","1"
"1244","7","1"
"1245","36","1"
"1246","36","1"
"1247","3","1"
"1248","17","4"
"1249","3","1"
"125","4","1"
"1250","3","1"
"1251","3","1"
"1252","18","5"
"1253","10","3"
"1254","3","1"
"1255","3","1"
"1256","3","1"
"1257","3","1"
"1258","9","3"
"1259","7","1"
"126","6","1"
"1260","11","4"
"1261","11","4"
"1262","7","1"
"1263","3","1"
"1264","3","1"
"1265","3","1"
"1266","18","5"
"1267","3","1"
"1268","3","1"
"1269","3","1"
"127","2","1"
"1270","48","10"
"1271","3","1"
"1272","7","1"
"1273","4","1"
"1274","3","1"
"1275","3","1"
"1276","18","3"
"1277","13","4"
"1278","33","6"
"1279","3","1"
"128","6","1"
"1280","3","1"
"1281","3","1"
"1282","3","1"
"1283","3","1"
"1284","16","5"
"1285","17","5"
"1286","12","4"
"1287","12","2"
"1288","11","2"
"1289","49","10"
"129","6","1"
"1290","17","3"
"1291","7","2"
"1292","13","3"
"1293","22","4"
"1294","22","5"
"1295","8","1"
"1296","3","1"
"1297","3","1"
"1298","3","1"
"1299","5","1"
"13","31","5"
"130","2","1"
"1300","8","3"
"1301","15","5"
"1302","3","1"
"1303","10","2"
"1304","9","3"
"1305","3","1"
"1306","4","1"
"1307","4","1"
"1308","4","1"
"1309","17","4"
"131","6","1"
"1310","4","1"
"1311","3","1"
"1312","4","1"
"1313","3","1"
"1314","3","1"
"1315","3","1"
"1316","8","3"
"1317","8","2"
"1318","7","2"
"1319","3","1"
"132","2","1"
"1320","10","4"
"1321","15","4"
"1322","3","1"
"1323","3","1"
"1324","3","1"
"1325","3","1"
"1326","3","1"
"1327","3","1"
"1328","91","30"
"1329","7","2"
"133","7","1"
"1330","27","8"
"1331","3","1"
"1332","31","17"
"1333","9","3"
"1334","10","4"
"1335","12","3"
"1336","18","6"
"1337","11","3"
"1338","4","1"
"1339","3","1"
"134","7","1"
"1340","3","1"
"1341","3","1"
"1342","3","1"
"1343","3","1"
"1344","7","1"
"1345","3","1"
"1346","4","1"
"1347","3","1"
"1348","13","4"
"1349","32","7"
"135","6","2"
"1350","10","3"
"1351","12","3"
"1352","3","1"
"1353","3","1"
"1354","3","1"
"1355","6","2"
"1356","3","1"
"1357","3","1"
"1358","3","1"
"1359","3","1"
"136","8","3"
"1360","3","1"
"1361","3","1"
"1362","3","1"
"1363","10","3"
"1364","20","7"
"1365","11","3"
"1366","4","1"
"1367","3","1"
"1368","33","10"
"1369","8","2"
"137","8","2"
"1370","8","2"
"1371","12","4"
"1372","9","2"
"1373","8","2"
"1374","7","2"
"1375","3","1"
"1376","8","2"
"1377","7","1"
"1378","3","1"
"1379","3","1"
"138","6","1"
"1380","3","1"
"1381","23","7"
"1382","16","6"
"1383","3","1"
"1384","5","1"
"1385","5","1"
"1386","3","1"
"1387","3","1"
"1388","6","1"
"1389","5","1"
"139","18","8"
"1390","6","1"
"1391","3","1"
"1392","9","3"
"1393","74","18"
"1394","34","6"
"1395","28","5"
"1396","24","4"
"1397","3","1"
"1398","21","4"
"1399","9","2"
"14","0","1"
"140","15","4"
"1400","4","1"
"1401","4","1"
"1402","3","1"
"1403","3","1"
"1404","3","1"
"1405","3","1"
"1406","3","1"
"1407","8","3"
"1408","18","5"
"1409","6","1"
"141","3","1"
"1410","13","3"
"1411","5","1"
"1412","7","1"
"1413","3","1"
"1414","5","1"
"1415","3","1"
"1416","3","1"
"1417","34","13"
"1418","10","3"
"1419","21","6"
"142","3","1"
"1420","7","2"
"1421","31","13"
"1422","8","3"
"1423","12","5"
"1424","18","6"
"1425","3","1"
"1426","3","1"
"1427","4","1"
"1428","28","6"
"1429","22","6"
"143","7","3"
"1430","5","1"
"1431","12","3"
"1432","4","1"
"1433","10","2"
"1434","6","2"
"1435","3","1"
"1436","3","1"
"1437","3","1"
"1438","5","1"
"1439","3","1"
"144","7","3"
"1440","3","1"
"1441","3","1"
"1442","5","2"
"1443","4","1"
"1444","3","1"
"1445","3","1"
"1446","3","1"
"1447","3","1"
"1448","8","2"
"1449","12","3"
"145","7","3"
"1450","3","1"
"1451","3","1"
"1452","3","1"
"1453","3","1"
"1454","18","6"
"1455","12","3"
"1456","30","6"
"1457","6","2"
"1458","15","4"
"1459","3","1"
"146","7","3"
"1460","3","1"
"1461","3","1"
"1462","15","5"
"1463","25","5"
"1464","26","3"
"1465","12","3"
"1466","8","2"
"1467","11","3"
"1468","8","1"
"1469","3","1"
"147","2","1"
"1470","3","1"
"1471","3","1"
"1472","3","1"
"1473","3","1"
"1474","3","1"
"1475","3","1"
"1476","3","1"
"1477","3","1"
"1478","10","3"
"1479","3","1"
"148","5","2"
"1480","3","1"
"1481","3","1"
"1482","3","1"
"1483","5","1"
"1484","15","5"
"1485","5","2"
"1486","17","5"
"1487","8","2"
"1488","3","1"
"1489","9","3"
"1490","9","2"
"1491","14","3"
"1492","3","1"
"1493","3","1"
"1494","3","1"
"1495","15","7"
"1496","3","1"
"1497","3","1"
"1498","3","1"
"1499","3","1"
"15","4","1"
"1500","3","1"
"1501","22","5"
"1502","8","3"
"1503","3","1"
"1504","8","2"
"1505","6","2"
"1506","10","2"
"1507","9","3"
"1508","7","2"
"1509","5","2"
"151","3","1"
"1510","11","4"
"1511","15","4"
"1512","4","1"
"1513","20","3"
"1514","6","2"
"1515","33","7"
"1516","14","3"
"1517","9","2"
"1518","16","4"
"1519","7","2"
"152","3","1"
"1520","7","2"
"1521","8","2"
"1522","3","1"
"1523","3","1"
"1524","3","1"
"1525","3","1"
"1526","3","1"
"1527","3","1"
"1528","3","1"
"1529","3","1"
"153","13","1"
"1530","3","1"
"1531","8","3"
"1532","3","1"
"1533","3","1"
"1534","3","1"
"1535","3","1"
"1536","3","1"
"1537","4","1"
"1538","23","5"
"1539","5","1"
"154","13","1"
"1540","7","1"
"1541","20","11"
"1542","12","3"
"1543","3","1"
"1544","3","1"
"1545","3","1"
"1546","3","1"
"1547","3","1"
"1548","3","1"
"1549","3","1"
"155","9","1"
"1550","3","1"
"1551","18","3"
"1552","3","1"
"1553","3","1"
"1554","3","1"
"1555","9","2"
"1556","3","1"
"1557","3","1"
"1558","3","1"
"1559","11","3"
"156","9","1"
"1560","3","1"
"1561","3","1"
"1562","3","1"
"1563","8","2"
"1564","3","1"
"1565","3","1"
"1566","3","1"
"1567","3","1"
"1568","5","1"
"1569","30","21"
"157","3","1"
"1570","33","21"
"1571","4","1"
"1572","3","1"
"1573","3","1"
"1574","8","3"
"1575","10","3"
"1576","5","1"
"1577","5","1"
"1578","9","3"
"1579","5","2"
"1580","12","3"
"1581","14","4"
"1582","11","4"
"1583","3","1"
"1584","3","1"
"1585","3","1"
"1586","9","3"
"1587","3","1"
"1588","3","1"
"1589","3","1"
"159","3","1"
"1590","3","1"
"1591","3","1"
"1592","5","2"
"1593","5","2"
"1594","3","1"
"1595","3","1"
"1596","3","1"
"1597","7","2"
"1598","3","1"
"1599","3","1"
"160","8","3"
"1600","3","1"
"1601","3","1"
"1602","3","1"
"1603","5","2"
"1604","5","2"
"1605","3","1"
"1606","3","1"
"1607","3","1"
"1608","7","2"
"1609","3","1"
"161","7","2"
"1610","3","1"
"1611","3","1"
"1612","3","1"
"1613","3","1"
"1614","8","3"
"1615","3","1"
"1616","15","5"
"1617","15","5"
"1618","11","4"
"1619","13","4"
"162","13","3"
"1620","5","2"
"1621","6","2"
"1622","3","1"
"1623","3","1"
"1624","6","2"
"1625","12","3"
"1626","7","2"
"1627","6","2"
"1628","11","4"
"1629","5","1"
"163","3","1"
"1630","10","3"
"1631","14","4"
"1632","17","5"
"1633","3","1"
"1634","6","2"
"1635","15","4"
"1636","0","1"
"1637","4","1"
"1638","12","3"
"1639","6","2"
"164","14","3"
"1640","6","2"
"1641","7","2"
"1642","3","1"
"1643","3","1"
"1644","3","1"
"1645","4","1"
"1646","3","1"
"1647","3","1"
"1648","4","1"
"1649","13","5"
"165","4","1"
"1650","13","5"
"1651","4","1"
"1652","4","1"
"1653","4","1"
"1654","9","2"
"1655","3","1"
"1656","5","2"
"1657","3","1"
"1658","3","1"
"1659","3","1"
"166","3","1"
"1660","3","1"
"1661","3","1"
"1662","3","1"
"1663","3","1"
"1664","3","1"
"1665","32","8"
"1666","16","4"
"1667","3","1"
"1668","18","4"
"1669","3","1"
"167","13","1"
"1670","13","6"
"1671","3","1"
"1672","3","1"
"1673","3","1"
"1674","5","1"
"1675","13","4"
"1676","6","2"
"1677","5","1"
"1678","8","2"
"1679","5","1"
"168","13","1"
"1680","11","2"
"1681","16","3"
"1682","44","10"
"1683","19","5"
"1684","11","2"
"1685","16","3"
"1686","7","2"
"1687","3","1"
"1688","13","2"
"1689","3","1"
"169","14","1"
"1690","3","1"
"1691","10","3"
"1692","6","2"
"1693","4","1"
"1694","3","1"
"1695","3","1"
"1696","3","1"
"1697","3","1"
"1698","3","1"
"1699","19","8"
"170","3","1"
"1700","5","2"
"1701","9","3"
"1702","5","2"
"1703","6","2"
"1704","3","1"
"1705","3","1"
"1706","3","1"
"1707","3","1"
"1708","16","4"
"1709","9","1"
"171","7","1"
"1710","3","1"
"1711","3","1"
"1712","3","1"
"1713","3","1"
"1714","3","1"
"1715","5","2"
"1716","3","1"
"1717","5","1"
"1718","3","1"
"1719","3","1"
"172","7","1"
"1720","3","1"
"1721","3","1"
"1722","7","2"
"1723","3","1"
"1724","8","2"
"1725","8","2"
"1726","3","1"
"1727","3","1"
"1728","3","1"
"1729","11","2"
"173","3","1"
"1730","9","3"
"1731","4","1"
"1732","15","3"
"1733","3","1"
"1734","3","1"
"1735","3","1"
"1736","5","2"
"1737","3","1"
"1738","3","1"
"1739","3","1"
"174","8","1"
"1740","3","1"
"1741","3","1"
"1742","3","1"
"1743","3","1"
"1744","24","5"
"1745","9","2"
"1746","40","10"
"1747","49","16"
"1748","31","11"
"1749","65","18"
"175","9","1"
"1750","0","1"
"1751","30","7"
"1752","35","8"
"1753","23","5"
"1754","34","7"
"1755","47","12"
"1756","16","4"
"1757","4","1"
"1758","11","3"
"1759","3","1"
"176","3","1"
"1760","3","1"
"1761","3","1"
"1762","8","2"
"1763","17","4"
"1764","3","1"
"1765","3","1"
"1766","3","1"
"1767","3","1"
"1768","3","1"
"1769","11","3"
"177","7","1"
"1770","25","13"
"1771","7","2"
"1772","9","2"
"1773","11","2"
"1774","14","3"
"1775","10","2"
"1776","3","1"
"1777","46","4"
"1778","11","2"
"1779","3","1"
"178","7","1"
"1780","3","1"
"1781","3","1"
"1782","5","1"
"1783","30","20"
"1784","28","20"
"1785","3","1"
"1786","3","1"
"1787","8","3"
"1788","5","1"
"1789","3","1"
"179","7","1"
"1790","9","3"
"1791","3","1"
"1792","3","1"
"1793","3","1"
"1794","16","4"
"1795","7","2"
"1796","8","2"
"1797","5","1"
"1798","3","1"
"1799","3","1"
"18","4","1"
"180","8","1"
"1800","3","1"
"1801","6","2"
"1802","20","5"
"1803","3","1"
"1804","3","1"
"1805","3","1"
"1806","3","1"
"1807","4","1"
"1808","3","1"
"1809","3","1"
"181","8","1"
"1810","18","4"
"1811","31","9"
